id,name,slug,city,state,category,subcategory,address,phone,website,email,description,whatsapp_number,latitude,longitude,claimed,verified,created_at,google_maps_url,instagram_url,facebook_url,rating,review_count,featured
10492,Penna Cement Industries,ahmedabad-penna-cement-industries,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 18, Ground Floor, Galleria Mall, Sector 3, Ahmedabad, Gujarat - 380255",+919800000492,https://pennacementindustries.in,info@pennacementindustries.in,"About Penna Cement Industries: A premier choice for real estate agency needs located in Ahmedabad. Penna Cement is one of the largest privately held cement companies in India, with an installed cement capacity of 10 Million Tonnes Per Annum. Founded in 1991, Penna Cement has established itself as one of the most trusted cement brands, with significant footprints in southern and western India. Our clientele ranges from small house owners to organised real estate developers and from various state governments to global construction majors. Over the last two decades, we have grown organically by developing in-house expertise and capabilities, across the entire value chain in the cement industry. All our and more.",+919800000492,23.0279,72.57679999999999,false,false,2026-06-08T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.0279,72.57679999999999",https://instagram.com/pennacementindustries,https://facebook.com/pennacementindustries,4.3,141,false
10493,Mfar Constructions,ahmedabad-mfar-constructions,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 19, Ground Floor, Galleria Mall, Sector 4, Ahmedabad, Gujarat - 380270",+919800000493,https://mfarconstructions.in,info@mfarconstructions.in,"About Mfar Constructions: A premier choice for real estate agency needs located in Ahmedabad. Established in Bangalore in 1996, MFAR Constructions Pvt. Ltd. has imprinted its own identity in the real estate development sector over the last two decades. MFAR, which is an ISO 9001-2015, ISO 14001-2015 and ISO 45001:2018 Certified Company, is a brainchild of the business tycoon and an honoured technocrat, Dr. P. Mohamed Ali. MFAR has expanded its operations across India as a noticeable and reliable construction company, with its Corporate Office at Bangalore and a Zonal Office at Mangalore. Regional Offices have also been set up in Kolkata and Delhi to support the operations in the and more.",+919800000493,23.0291,72.578,false,true,2026-06-07T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.0291,72.578",https://instagram.com/mfarconstructions,https://facebook.com/mfarconstructions,4.2,130,true
10494,BPTP Properties,ahmedabad-bptp-properties,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 20, Ground Floor, Galleria Mall, Sector 5, Ahmedabad, Gujarat - 380285",+919800000494,https://bptpproperties.in,info@bptpproperties.in,"About BPTP Properties: A premier choice for real estate agency needs located in Ahmedabad. At BPTP, it is our aim to establish ourselves as the most trusted and admired real estate company in the country. Our vision is not limited to becoming the most successful company in the sector, but to become the obvious partner of choice in the process. We are constantly striving to gain the trust and confidence of the people we work with and the people we work for. At the core of our organization are a set of guiding values. It is our mission to embody each of these values in our functioning, constantly",+919800000494,23.0303,72.5792,false,false,2026-06-06T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.0303,72.5792",https://instagram.com/bptpproperties,https://facebook.com/bptpproperties,3.8,126,false
10495,M3M India,ahmedabad-m3m-india,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 21, Ground Floor, Galleria Mall, Sector 1, Ahmedabad, Gujarat - 380300",+919800000495,https://m3mindia.in,info@m3mindia.in,"About M3M India: A premier choice for real estate agency needs located in Ahmedabad. M3M Group stands for 'Magnificence in the Trinity of Men, Materials & Money'. The motto of the company is ""quality, timely delivery and excellence"". Distinguishing features of M3M within the industry are its innovative, unique and unparalleled concepts, multi-dimensional realty solutions and unmatched high service standards. Showing its commitment towards developing state-of-the-art real estate masterpieces, M3M has always strived to garner the best talent in the industry. The company has gained valuable experience in the real estate sector with diverse and complementary talents from a rich network of top notch intermediaries, financial institutions, high-net-worth individuals and and more.",+919800000495,23.0315,72.5804,true,false,2026-06-15T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.0315,72.5804",https://instagram.com/m3mindia,https://facebook.com/m3mindia,3.3,119,false
10496,Nestaway Builders,ahmedabad-nestaway-builders,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 22, Ground Floor, Galleria Mall, Sector 2, Ahmedabad, Gujarat - 380315",+919800000496,https://nestawaybuilders.in,info@nestawaybuilders.in,"About Nestaway Builders: A premier choice for real estate agency needs located in Ahmedabad. Our home-solutions firm, Nestaway, was established in Bengaluru by Amarendra Sahu, Deepak Dhar, Jitendra Jagadev and Smruti Parida in January 2015. All four founders had experienced a common problem – finding a home in the big city. Young people faced different kinds of discrimination. Single women and bachelors are considered unreliable. Migrants from other places are viewed with suspicion as they appear as ‘foreigners’ in a new city. Further, many newcomers did not have the knowhow to get around, lacking access to local insights in a new city. We concluded that people leaving homes to relocate and more.",+919800000496,23.032700000000002,72.5816,false,true,2026-06-14T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.032700000000002,72.5816",https://instagram.com/nestawaybuilders,https://facebook.com/nestawaybuilders,3.8,114,false
10497,Jai Balaji Industries,ahmedabad-jai-balaji-industries,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 23, Ground Floor, Galleria Mall, Sector 3, Ahmedabad, Gujarat - 380330",+919800000497,https://jaibalajiindustries.in,info@jaibalajiindustries.in,"About Jai Balaji Industries: A premier choice for real estate agency needs located in Ahmedabad. Jai Balaji Industries Limited is the flagship company of Jai Balaji Group and is one of the largest steel producers in the private sector in Eastern India. JBIL is an Integrated Steel Plant with five manufacturing facilities located in Durgapur and Raniganj in West Bengal and Durg in Chhattisgarh. A sixth unit for manufacturing 5 million tonnes of steel and 3 million tonnes of cement and generating 1215 MW of power is being set up in Purulia, West Bengal, involving investments of USD 3.2 billion. While a Memorandum of Agreement has already been signed with and more.",+919800000497,23.0339,72.58279999999999,false,false,2026-06-13T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.0339,72.58279999999999",https://instagram.com/jaibalajiindustries,https://facebook.com/jaibalajiindustries,3.6,112,false
10498,Signode Estates,ahmedabad-signode-estates,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 24, Ground Floor, Galleria Mall, Sector 4, Ahmedabad, Gujarat - 380345",+919800000498,https://signodeestates.in,info@signodeestates.in,"About Signode Estates: A premier choice for real estate agency needs located in Ahmedabad. With over $2B in revenue, 80+ manufacturing facilities across 6 continents and over 7,000 employees worldwide, Signode is a leading manufacturer of a broad spectrum of transit packaging consumables, tools, software, and equipment that optimize end-of line packaging operations and protect products in transit. Signode brings this extensive product portfolio together under hundreds of trusted brands to offer complete transit packaging solutions to its customers. We produce strap, stretch and protective packaging. We also manufacture packaging tools and equipment used to apply the bulk packaging materials. These commercial packaging products are used to pack, bundle, unitize, and more.",+919800000498,23.0351,72.584,false,false,2026-06-12T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.0351,72.584",https://instagram.com/signodeestates,https://facebook.com/signodeestates,4.2,110,false
10499,Mep Infrastructure,ahmedabad-mep-infrastructure,Ahmedabad,Gujarat,Real Estate Agency,Premium Real Estate Agency,"Shop No. 25, Ground Floor, Galleria Mall, Sector 5, Ahmedabad, Gujarat - 380360",+919800000499,https://mepinfrastructure.in,info@mepinfrastructure.in,"About Mep Infrastructure: A premier choice for real estate agency needs located in Ahmedabad. We are one of the leading Infrastructure companies of India, focusing on serving central and state road authorities, for construction, operation and maintenance of road infrastructure in India. BREAKING NEW GROUND, FOSTERING SUSTAINABLE PROGRESS We play a critical role in the upkeep and monetization of such infrastructure assets, ensuring that all stakeholders, both owners, and users, have the best possible yields and utilization from each infrastructure asset. An enterprise founded by the Mhaiskar family, MEP Infrastructure Developers Limited is a Mumbai headquartered organization with presence across 12 states in the country. Behind the seamless and fluid and more.",+919800000499,23.0363,72.5852,true,true,2026-06-11T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=23.0363,72.5852",https://instagram.com/mepinfrastructure,https://facebook.com/mepinfrastructure,4.0,109,true
10500,Megha Engineering and In...,surat-megha-engineering-and-in,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 1, Ground Floor, Galleria Mall, Sector 1, Surat, Gujarat - 380000",+919800000500,https://meghaengineeringandin.in,info@meghaengineeringandin.in,"About Megha Engineering and In...: A premier choice for restaurant needs located in Surat. Megha Engineering & Infrastructures Limited (MEIL) is a major infrastructure company headquartered in Hyderabad, India. The company was established in 1989 as a small fabrication unit. In due course of time, the unit made a name for itself in the manufacturing and engineering sector.",+919800000500,21.1552,72.8161,true,true,2026-06-15T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1552,72.8161",https://instagram.com/meghaengineeringandin,https://facebook.com/meghaengineeringandin,4.3,1200,true
10501,JLL Rasoi,surat-jll-rasoi,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 2, Ground Floor, Galleria Mall, Sector 2, Surat, Gujarat - 380015",+919800000501,https://jllrasoi.in,info@jllrasoi.in,"About JLL Rasoi: A premier choice for restaurant needs located in Surat. We’re a world leader in real estate services, powered by an entrepreneurial spirit. We want the most ambitious clients to work with us, and the most ambitious people to work for us. It’s as simple as that. We buy, build, occupy and invest in a variety of assets including industrial, commercial, retail, residential and hotel real estate. From tech startups to global firms, our clients span industries including banking, energy, healthcare, law, life sciences, manufacturing and technology.",+919800000501,21.1564,72.8173,false,false,2026-06-14T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1564,72.8173",https://instagram.com/jllrasoi,https://facebook.com/jllrasoi,4.3,1200,false
10502,PepsiCo Bhojanalay,surat-pepsico-bhojanalay,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 3, Ground Floor, Galleria Mall, Sector 3, Surat, Gujarat - 380030",+919800000502,https://pepsicobhojanalay.in,info@pepsicobhojanalay.in,"About PepsiCo Bhojanalay: A premier choice for restaurant needs located in Surat. In 1965, Donald Kendall, the CEO of Pepsi-Cola, and Herman Lay, the CEO of Frito-Lay, recognized what they called “a marriage made in heaven,” a single company delivering perfectly-salty snacks served alongside the best cola on earth. Their vision led to what quickly became one of the world's leading food and beverage companies: PepsiCo. For more than 50 years, as tastes, trends and lifestyles have changed, PepsiCo has evolved with them. Our willingness to adapt and grow has transformed our snack and soda company into a collection of global brands including Pepsi and Quaker, Gatorade and Tropicana, Frito-Lay and more.",+919800000502,21.157600000000002,72.8185,false,false,2026-06-13T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.157600000000002,72.8185",https://instagram.com/pepsicobhojanalay,https://facebook.com/pepsicobhojanalay,4.4,1100,false
10503,DTDC Express,surat-dtdc-express,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 4, Ground Floor, Galleria Mall, Sector 4, Surat, Gujarat - 380045",+919800000503,https://dtdcexpress.in,info@dtdcexpress.in,"About DTDC Express: A premier choice for restaurant needs located in Surat. Established in 1990 and headquartered at Bangalore, DTDC has 7 Zonal offices, 20 strategically located Regional Offices and over 430 operating facilities spread across India. DTDC has now embarked upon its journey of transforming its identity from an Express Document Player to an Integrated Parcels driven business through its strategic partnership with Geopost's DPD group - Europe's second largest Parcels Delivery player. The brand name is now being re-christened to DTDC Express Limited as the company focuses to enhance their expertise in the logistics sector under their Vision 2020 program.The strategy behind the repositioning of the brand is and more.",+919800000503,21.1588,72.81970000000001,false,true,2026-06-12T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1588,72.81970000000001",https://instagram.com/dtdcexpress,https://facebook.com/dtdcexpress,4.0,1100,false
10504,John Deere,surat-john-deere,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 5, Ground Floor, Galleria Mall, Sector 5, Surat, Gujarat - 380060",+919800000504,https://johndeere.in,info@johndeere.in,"About John Deere: A premier choice for restaurant needs located in Surat. Deere & Company is a world leader in providing advanced products and services and is committed to the success of customers whose work is linked to the land - those who cultivate, harvest, transform, enrich and build upon the land to meet the world's dramatically increasing need for food, fuel, shelter and infrastructure. Since 1837, John Deere has delivered innovative products of superior quality built on a tradition of integrity.",+919800000504,21.16,72.82090000000001,true,false,2026-06-11T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.16,72.82090000000001",https://instagram.com/johndeere,https://facebook.com/johndeere,4.4,1100,false
10505,BNY Mellon,surat-bny-mellon,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 6, Ground Floor, Galleria Mall, Sector 1, Surat, Gujarat - 380075",+919800000505,https://bnymellon.in,info@bnymellon.in,"About BNY Mellon: A premier choice for restaurant needs located in Surat. BNY Mellon is an investments company. We provide investment management, investment services and wealth management that help institutions and individuals succeed in markets all over the world. For over 100 years, BNY Mellon has maintained a valued presence in Asia Pacific, where we have been one of the first U.S. financial institutions to invest in the region’s vast potential. Today, we have approximately 14,000 employees in the region and maintain extensive operations in 17 locations.",+919800000505,21.1612,72.8221,false,false,2026-06-10T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1612,72.8221",https://instagram.com/bnymellon,https://facebook.com/bnymellon,3.9,1100,false
10506,Landmark Flavours,surat-landmark-flavours,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 7, Ground Floor, Galleria Mall, Sector 2, Surat, Gujarat - 380090",+919800000506,https://landmarkflavours.in,info@landmarkflavours.in,"About Landmark Flavours: A premier choice for restaurant needs located in Surat. Landmark Group is one of the one of the largest, most successful retail and hospitality conglomerate in the Middle East, Africa and India. Founded in 1973, the Group encourages entrepreneurship which in turn has pioneered leading homegrown brands that are market leaders in their categories and are known to deliver exceptional value to customers. In the last four years, the Group has doubled its store count and now has over 55,000 employees, operates over 2,200 outlets across 22 countries.",+919800000506,21.1624,72.8233,false,true,2026-06-09T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1624,72.8233",https://instagram.com/landmarkflavours,https://facebook.com/landmarkflavours,4.2,1000,true
10507,Bhushan Power & Steel,surat-bhushan-power-and-steel,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 8, Ground Floor, Galleria Mall, Sector 3, Surat, Gujarat - 380105",+919800000507,https://bhushanpowersteel.in,info@bhushanpowersteel.in,"About Bhushan Power & Steel: A premier choice for restaurant needs located in Surat. Bhushan Power & Steel Limited (BPSL), is a fully integrated 3.5 Million TPA Steel Making Company having turnover of INR 11,288 Crores (USD 1,858 Million) FY14. The Company is certified to ISO 9001:2008 & TS-16949 Quality Standards and ISO 14001:2004 Environment Management Standards. BPSL is a leading manufacturer of flat and long products and have state-ofthe-art plants at Chandigarh, Derabassi, Kolkata and Orissa in India. These plants manufacture value added products covering entire steel value chain right from Coal Mining to manufacturing Pig Iron, DRI, Billets, HR Coils, CR Coils, GP/GC Sheets, Precision Tubes, Black Pipe/GI and more.",+919800000507,21.163600000000002,72.8245,false,false,2026-06-08T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.163600000000002,72.8245",https://instagram.com/bhushanpowersteel,https://facebook.com/bhushanpowersteel,3.8,1000,false
10508,ACC Platter,surat-acc-platter,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 9, Ground Floor, Galleria Mall, Sector 4, Surat, Gujarat - 380120",+919800000508,https://accplatter.in,info@accplatter.in,"About ACC Platter: A premier choice for restaurant needs located in Surat. As one of the foremost companies in the Indian cement and concrete industry, we at ACC are driven by the inherent need of providing products and solutions that will create the new economic, social and institutional infrastructure in one of the fastest growing economies of the world.",+919800000508,21.1648,72.82570000000001,true,false,2026-06-07T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1648,72.82570000000001",https://instagram.com/accplatter,https://facebook.com/accplatter,4.2,999,false
10509,KPIT Dhaba,surat-kpit-dhaba,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 10, Ground Floor, Galleria Mall, Sector 5, Surat, Gujarat - 380135",+919800000509,https://kpitdhaba.in,info@kpitdhaba.in,"About KPIT Dhaba: A premier choice for restaurant needs located in Surat. KPIT creates and delivers distinctive and strong technology solutions and services to automotive & transportation, manufacturing, and energy & utilities corporations. More than 200+ of our global partners, including Original Equipment Manufacturers (OEMs), and Tier 1 companies, are becoming more efficient, integrated and innovative enterprises by using KPIT’s viable and high quality solutions. We partner with our customers to co-create transformational value that provides sustainable, competitive advantage to their businesses. Our highly focused approach has helped us pioneer innovative solutions, and file 50 patents in the automotive domain. KPIT is among the top partners for Oracle and SAP, and more.",+919800000509,21.166,72.82690000000001,false,true,2026-06-06T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.166,72.82690000000001",https://instagram.com/kpitdhaba,https://facebook.com/kpitdhaba,3.6,996,false
10510,Jindal Steel and Power,surat-jindal-steel-and-power,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 11, Ground Floor, Galleria Mall, Sector 1, Surat, Gujarat - 380150",+919800000510,https://jindalsteelandpower.in,info@jindalsteelandpower.in,"About Jindal Steel and Power: A premier choice for restaurant needs located in Surat. JSPL is an industrial powerhouse with a dominant presence in steel, power, mining and infrastructure sectors. Part of the US $ 22 billion OP Jindal Group, the Company is continuously scaling its capacity utilisations and efficiencies to capture opportunities for Building A Nation of Our Dreams.",+919800000510,21.1672,72.8281,false,false,2026-06-15T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1672,72.8281",https://instagram.com/jindalsteelandpower,https://facebook.com/jindalsteelandpower,4.1,991,false
10511,Varun Beverages,surat-varun-beverages,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 12, Ground Floor, Galleria Mall, Sector 2, Surat, Gujarat - 380165",+919800000511,https://varunbeverages.in,info@varunbeverages.in,"About Varun Beverages: A premier choice for restaurant needs located in Surat. We are the second largest franchisee in the world (outside US) of carbonated soft drinks (“CSDs”) and non-carbonated beverages (“NCBs”) sold under trademarks owned by PepsiCo and a key player in the beverage industry. We produce and distribute a wide range of CSDs, as well as a large selection of NCBs, including packaged drinking water. PepsiCo CSD brands sold by us include Pepsi, Diet Pepsi, Seven-Up, Mirinda Orange, Mirinda Lemon, Mountain Dew, Seven-Up Nimbooz Masala Soda, Evervess Soda, Duke’s Soda and Sting. PepsiCo NCB brands sold by us include Tropicana (100%, Essentials & Delight), Tropicana Slice, Tropicana Frutz, and more.",+919800000511,21.168400000000002,72.8293,false,false,2026-06-14T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.168400000000002,72.8293",https://instagram.com/varunbeverages,https://facebook.com/varunbeverages,4.1,990,false
10512,G4S Kitchen,surat-g4s-kitchen,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 13, Ground Floor, Galleria Mall, Sector 3, Surat, Gujarat - 380180",+919800000512,https://g4skitchen.in,info@g4skitchen.in,"About G4S Kitchen: A premier choice for restaurant needs located in Surat. G4S is the leading global, integrated security company, specialising in the provision of security services and solutions to customers. Our mission is to create material, sustainable value for our customers and shareholders by being the supply partner of choice in all our markets. G4S is quoted on the London Stock Exchange and has a secondary stock exchange listing in Copenhagen. G4S is active in around 90 countries and has over 540,000 employees. For more information on G4S, visit www.g4s.com. G4S works to safeguard the welfare and prosperity of millions of people worldwide – helping to create safer and and more.",+919800000512,21.1696,72.8305,true,true,2026-06-13T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1696,72.8305",https://instagram.com/g4skitchen,https://facebook.com/g4skitchen,4.2,976,true
10513,D Mart,surat-d-mart,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 14, Ground Floor, Galleria Mall, Sector 4, Surat, Gujarat - 380195",+919800000513,https://dmart.in,info@dmart.in,"About D Mart: A premier choice for restaurant needs located in Surat. DMart is a one-stop supermarket chain that aims to offer customers a wide range of basic home and personal products under one roof. Each DMart store stocks home utility products - including food, toiletries, beauty products, garments, kitchenware, bed and bath linen, home appliances and more - available at competitive prices that our customers appreciate. Our core objective is to offer customers good products at great value. DMart was started by Mr. Radhakishan Damani and his family to address the growing needs of the Indian family. From the launch of its first store in Powai in 2002, DMart and more.",+919800000513,21.1708,72.83170000000001,false,false,2026-06-12T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1708,72.83170000000001",https://instagram.com/dmart,https://facebook.com/dmart,4.2,957,false
10514,Indian Navy,surat-indian-navy,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 15, Ground Floor, Galleria Mall, Sector 5, Surat, Gujarat - 380210",+919800000514,https://indiannavy.in,info@indiannavy.in,"About Indian Navy: A premier choice for restaurant needs located in Surat. The Indian Navy is the naval branch of the Indian Armed Forces. The President of India is the Supreme Commander of the Indian Navy. The Chief of Naval Staff, a four-star admiral, commands the navy. The Indian Navy traces its origins back to the East India Company's Marine which was founded in 1612 to protect British merchant shipping in the region. In 1793, the East India Company established its rule over eastern part of the Indian subcontinent i.e. Bengal, but it was not until 1830 that the colonial navy was titled as His Majesty's Indian Navy. When India and more.",+919800000514,21.172,72.83290000000001,false,false,2026-06-11T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.172,72.83290000000001",https://instagram.com/indiannavy,https://facebook.com/indiannavy,4.7,941,false
10515,Radisson Hotels,surat-radisson-hotels,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 16, Ground Floor, Galleria Mall, Sector 1, Surat, Gujarat - 380225",+919800000515,https://radissonhotels.in,info@radissonhotels.in,"About Radisson Hotels: A premier choice for restaurant needs located in Surat. At Radisson, you’ll always find comfort, style and warm, down-to-earth hospitality. We work hard to deliver service with our Yes I Can! attitude that helps you feel at home, whether you’re traveling for work, leisure or anything in between. Our full-service hotels offer bright, welcoming spaces and the amenities you love, including delicious breakfast options and free Wi-Fi to help you stay in touch. We pride ourselves on going beyond the ordinary, giving you unexpected moments of delight that make a lasting impression. We’re also responsible members of our communities, and we believe that taking care of our and more.",+919800000515,21.1732,72.8341,false,true,2026-06-10T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1732,72.8341",https://instagram.com/radissonhotels,https://facebook.com/radissonhotels,4.2,939,false
10516,Dabur Spice,surat-dabur-spice,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 17, Ground Floor, Galleria Mall, Sector 2, Surat, Gujarat - 380240",+919800000516,https://daburspice.in,info@daburspice.in,"About Dabur Spice: A premier choice for restaurant needs located in Surat. Dabur India Ltd. is one of India’s leading FMCG Companies with Revenues of over Rs 8,500 Crore & Market Capitalisation of over Rs 72,500 Crore. Building on a legacy of quality and experience of over 135 years, Dabur is today India’s most trusted name and the world’s largest Ayurvedic and Natural Health Care Company. Dabur India is also a world leader in Ayurveda with a portfolio of over 250 Herbal/Ayurvedic products. Dabur's FMCG portfolio today includes five flagship brands with distinct brand identities -- Dabur as the master brand for natural healthcare products, Vatika for premium personal care, and more.",+919800000516,21.174400000000002,72.8353,true,false,2026-06-09T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.174400000000002,72.8353",https://instagram.com/daburspice,https://facebook.com/daburspice,4.3,935,false
10517,BHEL Platter,surat-bhel-platter,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 18, Ground Floor, Galleria Mall, Sector 3, Surat, Gujarat - 380255",+919800000517,https://bhelplatter.in,info@bhelplatter.in,"About BHEL Platter: A premier choice for restaurant needs located in Surat. BHEL as a part of Pt. Jawaharlal Nehru's vision was bestowed with the onus to make the country self reliant in manufacturing of heavy electrical equipment. This dream has been more than realised and the contribution in nation building endeavour is going to continue likewise. Today, with 20,000 MW per annum capacity for power plant equipment manufacturing, BHEL's mammoth size of operations is evident from its widespread network of 17 Manufacturing Units, two Repair Units, four Regional Offices, eight Service Centres, eight Overseas Offices, six Joint Ventures, fifteen Regional Marketing Centres and current project execution at more than and more.",+919800000517,21.1756,72.8365,false,false,2026-06-08T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1756,72.8365",https://instagram.com/bhelplatter,https://facebook.com/bhelplatter,4.4,914,false
10518,TVS Sundram Fasteners,surat-tvs-sundram-fasteners,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 19, Ground Floor, Galleria Mall, Sector 4, Surat, Gujarat - 380270",+919800000518,https://tvssundramfasteners.in,info@tvssundramfasteners.in,"About TVS Sundram Fasteners: A premier choice for restaurant needs located in Surat. Started in 1966, Sundaram Fasteners Limited has grown into a global leader, manufacturing critical, high precision components for the automotive, infrastructure, windmill and aviation sectors. Sundram Fasteners Limited is a part of TVS Group of companies. Founded in 1911 by T.V. Sundaram Lyengar, TVS has grown rapidly, expanding its portfolio to become India's largest automotive component manufacturer. The group has, over the years, diversified into many businesses, with total sales exceeding USD 8.5 billion.",+919800000518,21.1768,72.83770000000001,false,true,2026-06-07T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1768,72.83770000000001",https://instagram.com/tvssundramfasteners,https://facebook.com/tvssundramfasteners,4.0,870,true
10519,Big Bazaar,surat-big-bazaar,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 20, Ground Floor, Galleria Mall, Sector 5, Surat, Gujarat - 380285",+919800000519,https://bigbazaar.in,info@bigbazaar.in,"About Big Bazaar: A premier choice for restaurant needs located in Surat. Big Bazaar is a household name that is used synonymously with ‘retail’ in India. We represent the requirements of a typical Indian home. Founded in 2001 by Kishore Biyani, we as a retail chain operate under the parent organisation – Future Group – that holds a significant prominence in the Indian retail and fashion sectors. Big Bazaar is one of the oldest hypermarket chains that houses around 250+ stores in the country. We cover three essential categories in Indian retail: home, food, and fashion. Popular retail chains – like the Food Bazaar and fbb form an integral part and more.",+919800000519,21.178,72.83890000000001,false,false,2026-06-06T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.178,72.83890000000001",https://instagram.com/bigbazaar,https://facebook.com/bigbazaar,4.3,866,false
10520,Karvy Fintech,surat-karvy-fintech,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 21, Ground Floor, Galleria Mall, Sector 1, Surat, Gujarat - 380300",+919800000520,https://karvyfintech.in,info@karvyfintech.in,"About Karvy Fintech: A premier choice for restaurant needs located in Surat. KFintech is the largest registrar and a market leader, servicing over 90 million investor accounts spread over 1300 issuers including banks, PSUs and mutual funds. With a workforce of around 5,500+ experienced professionals drawn from various disciplines, and 220 branches Pan India, KFintech has emerged as a market leader in Investor Servicing.",+919800000520,21.1792,72.8401,true,false,2026-06-15T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.1792,72.8401",https://instagram.com/karvyfintech,https://facebook.com/karvyfintech,3.6,863,false
10521,Nestle Kitchen,surat-nestle-kitchen,Surat,Gujarat,Restaurant,Premium Restaurant,"Shop No. 22, Ground Floor, Galleria Mall, Sector 2, Surat, Gujarat - 380315",+919800000521,https://nestlekitchen.in,info@nestlekitchen.in,"About Nestle Kitchen: A premier choice for restaurant needs located in Surat. As the world’s largest food and beverage company we are driven by a simple aim: enhancing quality of life and contributing to a healthier future. To deliver on this, we serve with passion, with a spirit of excellence, offering products and services for all stages of life, every moment of the day, helping people care for themselves and their families. Our culture is based on our values rooted in respect: respect for ourselves, respect for others, respect for diversity and respect for the future. We can trace our origin back to 1866, when the first European condensed milk and more.",+919800000521,21.180400000000002,72.8413,false,true,2026-06-14T10:00:00Z,"https://www.google.com/maps/search/?api=1&query=21.180400000000002,72.8413",https://instagram.com/nestlekitchen,https://facebook.com/nestlekitchen,4.2,841,false
